purchase_order_item_id,purchase_order_id,raw_material_id,quantity,unit_cost,line_total
197,81,179,3785.0,225.8,854653.0
198,81,271,1048.0,137.72,144330.56
199,81,291,3193.95,142.34,454626.84
200,81,282,4391.93,283.59,1245507.43
201,81,219,2452.14,86.61,212379.85
202,82,160,1520.76,321.87,489487.02
203,83,18,586.04,427.83,250725.49
204,83,214,2288.81,418.43,957706.77
205,83,13,497.0,283.52,140909.44
206,84,231,3508.0,26.17,91804.36
207,84,140,1115.24,20.57,22940.49
208,85,146,624.0,30.3,18907.2
209,86,8,2096.0,436.28,914442.88
210,86,281,1096.78,423.1,464047.62
211,87,287,2135.42,241.46,515618.51
212,87,284,4441.72,65.25,289822.23
213,88,4,4050.55,238.88,967595.38
214,88,201,3535.0,403.85,1427609.75
215,88,128,4864.4,88.95,432688.38
216,88,236,1101.74,147.09,162054.94
217,88,110,3932.0,208.23,818760.36
218,89,71,2797.65,273.96,766444.19
219,90,125,420.11,214.86,90264.83
220,90,198,2539.47,86.4,219410.21
221,91,248,4450.42,58.56,260616.6
222,92,200,1169.56,80.5,94149.58
223,93,49,4028.83,70.24,282985.02
224,94,205,4905.48,442.12,2168810.82
225,94,117,1316.0,60.61,79762.76
226,95,66,1226.67,382.79,469557.01
227,95,86,3441.0,62.9,216438.9
228,95,1,4341.0,436.54,1895020.14
229,96,264,880.51,163.4,143875.33
230,96,206,864.84,53.08,45905.71
231,97,43,3701.0,390.13,1443871.13
232,97,151,1473.0,96.58,142262.34
233,97,119,3196.99,70.9,226666.59
234,98,292,3203.45,114.07,365417.54
235,98,59,1400.44,389.53,545513.39
236,98,3,3843.4,401.34,1542510.16
237,99,21,4693.0,280.2,1314978.6
238,99,46,1850.87,171.28,317017.01
239,99,240,1108.0,342.82,379844.56
240,100,269,4527.55,171.49,776429.55
241,100,186,1984.87,129.85,257735.37
242,100,273,2558.41,227.72,582601.13
243,101,168,2026.04,123.35,249912.03
244,101,251,1160.0,84.01,97451.6
245,101,15,4410.9,405.82,1790031.44
246,102,73,2531.27,303.25,767607.63
247,102,203,1460.85,237.46,346893.44
248,103,206,2864.57,53.08,152051.38
249,103,264,1363.43,163.4,222784.46
250,104,273,1832.72,227.72,417347.0
251,104,186,711.19,129.85,92348.02
252,104,269,4947.73,171.49,848486.22
253,105,17,833.34,128.59,107159.19
254,105,79,4549.32,348.23,1584209.7
255,105,33,2397.04,366.77,879162.36
256,105,263,3537.08,236.81,837615.91
257,106,274,1392.0,106.8,148665.6
258,106,242,443.0,213.79,94708.97
259,106,143,4284.14,39.55,169437.74
260,107,10,3654.26,284.34,1039052.29
261,107,213,1631.0,301.88,492366.28
262,107,34,3118.02,309.07,963686.44
263,108,284,1156.95,65.25,75490.99
264,108,287,3183.95,241.46,768796.57
265,109,20,1505.07,206.68,311067.87
266,109,180,4781.0,41.85,200084.85
267,110,224,995.0,54.33,54058.35
268,110,277,3199.0,245.97,786858.03
269,110,78,4789.0,235.58,1128192.62
270,110,260,4254.0,76.43,325133.22
271,110,210,590.53,368.23,217450.86
272,111,211,3499.31,118.28,413898.39
273,111,202,4654.93,38.86,180890.58
274,111,182,1906.81,265.32,505914.83
275,112,274,1915.0,106.8,204522.0
276,112,143,1167.29,39.55,46166.32
277,113,273,1027.71,227.72,234030.12
278,113,186,4932.71,129.85,640512.39
279,113,269,1803.07,171.49,309208.47
280,114,200,2320.33,80.5,186786.57
281,115,87,1285.49,15.87,20400.73
282,115,288,2840.37,402.57,1143447.75
283,115,204,2467.01,186.45,459974.01
284,116,214,1876.58,418.43,785217.37
285,116,13,4968.0,283.52,1408527.36
286,117,275,1835.62,405.11,743628.02
287,117,89,630.0,280.28,176576.4
288,117,101,4482.0,353.29,1583445.78
289,117,111,1234.14,441.07,544342.13
290,118,94,1438.42,159.71,229730.06
291,119,36,4225.79,410.18,1733334.54
292,119,181,2600.86,243.09,632243.06
293,120,133,4205.0,42.65,179343.25
294,120,278,1863.0,408.19,760457.97
295,120,162,1398.0,231.72,323944.56
296,120,22,4213.42,126.99,535062.21
297,120,65,4486.31,425.31,1908072.51
298,120,188,2227.0,291.73,649682.71
299,121,80,4357.0,235.51,1026117.07
300,121,190,4634.0,162.18,751542.12
301,122,237,2679.97,365.01,978215.85
302,122,60,3566.0,366.37,1306475.42
303,122,50,1734.47,268.58,465843.95
304,122,286,2191.0,280.17,613852.47
305,123,146,4734.0,30.3,143440.2
306,123,142,3374.0,283.67,957102.58
307,123,178,2804.0,355.76,997551.04
308,124,45,1383.7,14.79,20464.92
309,124,207,328.0,180.84,59315.52
310,125,194,1590.45,48.5,77136.82
311,126,79,764.83,348.23,266336.75
312,126,263,1873.76,236.81,443725.11
313,126,17,647.65,128.59,83281.31
314,126,33,4941.67,366.77,1812456.31
315,127,125,305.42,214.86,65622.54
316,127,198,308.94,86.4,26692.42
317,128,144,1581.19,393.49,622182.45
318,128,25,2443.38,160.95,393262.01
319,128,38,1697.0,427.56,725569.32
320,129,200,3055.86,80.5,245996.73
321,130,276,3120.97,174.6,544921.36
322,130,100,4116.0,232.75,957999.0
323,130,262,4255.0,300.34,1277946.7
324,131,299,3089.14,370.1,1143290.71
325,131,114,3454.97,286.13,988570.57
326,131,154,1489.71,279.36,416165.39
327,132,223,1324.0,111.36,147440.64
328,133,213,3046.0,301.88,919526.48
329,133,10,971.75,284.34,276307.39
330,133,34,4216.98,309.07,1303342.01
331,134,254,4319.0,259.79,1122033.01
332,134,196,3548.0,112.94,400711.12
333,134,258,4915.0,93.13,457733.95
334,134,62,4003.0,448.5,1795345.5
335,135,213,4281.0,301.88,1292348.28
336,136,130,1670.07,78.51,131117.2
337,136,268,2725.49,199.29,543162.9
338,137,250,2236.0,422.44,944575.84
339,137,88,4101.47,340.55,1396755.61
340,137,164,2604.0,50.91,132569.64
341,138,28,4492.9,438.55,1970361.29
342,138,153,1080.2,219.58,237190.32
343,138,49,1265.11,70.24,88861.33
344,138,227,1958.28,262.81,514655.57
345,139,235,1173.73,445.51,522908.45
346,139,93,3140.15,9.5,29831.42
347,139,255,4390.0,379.3,1665127.0
348,139,295,2328.21,257.74,600072.85
349,139,68,2588.0,204.39,528961.32
350,139,225,685.48,275.95,189158.21
351,139,294,498.21,17.99,8962.8
352,140,289,1048.0,355.5,372564.0
353,140,38,4266.0,427.56,1823970.96
354,141,165,2388.22,202.99,484784.78
355,141,26,3590.72,263.89,947555.1
356,141,47,3289.0,365.32,1201537.48
357,142,119,4937.08,70.9,350038.97
358,143,137,650.68,165.83,107902.26
359,144,229,4757.0,218.07,1037358.99
360,144,171,722.15,146.97,106134.39
361,145,258,432.0,93.13,40232.16
362,146,174,995.03,56.53,56249.05
363,146,248,3553.33,58.56,208083.0
364,146,19,2651.92,400.95,1063287.32
365,147,258,4292.0,93.13,399713.96
366,147,257,4779.72,358.48,1713434.03
367,147,62,3906.0,448.5,1751841.0
368,147,196,1238.0,112.94,139819.72
369,147,254,4895.01,259.79,1271674.65
370,148,26,3964.78,263.89,1046265.79
371,148,165,1459.62,202.99,296288.26
372,149,116,2878.77,36.91,106255.4
373,149,167,1355.0,111.38,150919.9
374,150,150,4132.44,85.48,353240.97
375,150,70,2758.0,429.46,1184450.68
376,150,267,1367.0,368.02,503083.34
377,151,207,4592.0,180.84,830417.28
378,151,69,3912.74,60.73,237620.7
379,152,255,1819.0,379.3,689946.7
380,153,67,4913.53,113.56,557980.47
381,153,215,1672.0,251.87,421126.64
382,154,32,2392.0,141.36,338133.12
383,154,170,3843.19,11.97,46002.98
384,155,217,3662.36,128.15,469331.43
385,155,24,4552.0,210.27,957149.04
386,156,125,1356.2,214.86,291393.13
387,156,198,3109.18,86.4,268633.15
388,157,113,4109.0,149.95,616144.55
389,157,109,4321.49,118.44,511837.28
390,157,189,1575.99,258.14,406826.06
391,158,32,4673.0,141.36,660575.28
392,158,170,1009.61,11.97,12085.03
393,159,187,614.45,165.3,101568.59
394,159,83,611.53,253.74,155169.62
395,159,246,364.75,374.29,136522.28
396,160,140,1569.59,20.57,32286.47
397,160,231,1323.0,26.17,34622.91
398,161,246,2688.58,374.29,1006308.61
399,161,83,834.78,253.74,211817.08
400,162,92,4308.06,63.96,275543.52
401,162,197,4218.97,74.82,315663.34
402,163,285,3571.86,357.93,1278475.85
403,163,139,1157.59,311.61,360716.62
404,164,183,452.0,336.21,151966.92
405,164,74,1876.0,279.3,523966.8
406,164,208,2585.0,436.35,1127964.75
407,164,122,306.89,84.3,25870.83
408,164,23,4525.9,87.09,394160.63
409,165,202,468.96,38.86,18223.79
410,165,211,2652.02,118.28,313680.93
411,165,156,2155.48,209.75,452111.93
412,165,37,2918.02,370.67,1081622.47
413,166,266,2039.37,178.42,363864.4
414,166,243,4277.07,187.09,800197.03
415,167,148,3988.0,363.37,1449119.56
416,167,5,1428.0,446.86,638116.08
417,168,93,4585.24,9.5,43559.78
418,169,178,2078.0,355.76,739269.28
419,170,189,716.2,258.14,184879.87
420,170,113,418.0,149.95,62679.1
421,171,167,2798.0,111.38,311641.24
422,171,116,3692.42,36.91,136287.22
423,172,80,3715.0,235.51,874919.65
424,173,273,1378.08,227.72,313816.38
425,173,269,2749.86,171.49,471573.49
426,173,186,820.24,129.85,106508.16
427,174,73,4819.42,303.25,1461489.11
428,174,203,2334.19,237.46,554276.76
429,175,191,3706.53,443.97,1645588.12
430,175,158,893.0,19.4,17324.2
431,176,142,4846.0,283.67,1374664.82
432,176,146,1996.0,30.3,60478.8
433,177,29,3602.29,443.84,1598840.39
434,177,179,3488.0,225.8,787590.4
435,178,272,1122.0,337.18,378315.96
436,178,167,357.0,111.38,39762.66
437,179,94,3373.45,159.71,538773.7
438,180,160,2470.62,321.87,795218.46
439,181,291,1191.16,142.34,169549.71
440,181,29,471.78,443.84,209394.84
441,181,179,3581.0,225.8,808589.8
442,182,197,4741.87,74.82,354786.71
443,183,165,3976.26,202.99,807141.02
444,183,26,1366.71,263.89,360661.1
445,183,47,903.0,365.32,329883.96
446,184,160,1829.58,321.87,588886.91
447,185,146,3754.0,30.3,113746.2
448,186,94,2482.68,159.71,396508.82
449,187,209,1957.0,389.88,762995.16
450,187,134,3443.63,56.92,196011.42
451,187,149,4605.0,337.47,1554049.35
452,187,77,2167.96,303.19,657303.79
453,188,144,2911.88,393.49,1145795.66
454,188,289,3692.0,355.5,1312506.0
455,188,25,4629.97,160.95,745193.67
456,189,229,716.0,218.07,156138.12
457,190,185,2943.77,60.03,176714.51
458,191,299,2253.89,370.1,834164.69
459,191,114,4160.44,286.13,1190426.7
460,191,154,3729.11,279.36,1041764.17
461,192,129,3345.0,21.27,71148.15
462,192,57,3279.81,125.21,410665.01
463,192,280,636.0,55.25,35139.0
464,192,245,1103.14,418.5,461664.09
465,192,135,2537.93,208.97,530351.23
466,193,144,1047.17,393.49,412050.92
467,193,25,1754.39,160.95,282369.07
468,194,121,3511.76,289.47,1016549.17
469,194,194,1528.89,48.5,74151.17
470,195,74,409.0,279.3,114233.7
471,196,153,4216.86,219.58,925938.12
472,196,28,3298.38,438.55,1446504.55
473,196,49,4476.53,70.24,314431.47
474,196,227,4774.86,262.81,1254880.96
475,197,278,1708.0,408.19,697188.52
476,198,41,3448.48,189.95,655038.78
477,198,81,3185.82,383.93,1223131.87
478,198,147,3951.0,126.76,500828.76
479,198,123,495.0,157.51,77967.45
480,199,268,3749.12,199.29,747162.12
481,199,130,4818.09,78.51,378268.25
482,200,205,1164.79,442.12,514976.95
483,200,117,1595.0,60.61,96672.95
484,201,130,1521.6,78.51,119460.82
485,202,253,1605.32,334.28,536626.37
486,202,283,3983.42,152.7,608268.23
487,203,5,3112.0,446.86,1390628.32
488,204,231,1727.0,26.17,45195.59
489,204,140,2004.55,20.57,41233.59
490,205,210,826.94,368.23,304504.12
491,205,260,1389.0,76.43,106161.27
492,205,78,4980.0,235.58,1173188.4
493,206,125,3000.35,214.86,644655.2
494,206,198,4570.67,86.4,394905.89
495,207,114,313.95,286.13,89830.51
496,207,299,4095.03,370.1,1515570.6
497,207,154,1091.57,279.36,304941.0
498,208,185,1187.3,60.03,71273.62
499,209,95,802.16,266.69,213928.05
500,209,275,3846.11,405.11,1558097.62
501,209,97,1020.0,198.55,202521.0
502,210,112,4676.35,223.2,1043761.32
503,210,223,2680.0,111.36,298444.8
504,210,11,4006.89,314.0,1258163.46
505,211,284,2238.82,65.25,146083.01
506,211,287,2964.7,241.46,715856.46
507,212,121,3180.57,289.47,920679.6
508,212,194,1060.14,48.5,51416.79
509,212,256,659.58,65.48,43189.3
510,213,257,2738.35,358.48,981643.71
511,213,258,322.0,93.13,29987.86
512,214,151,434.0,96.58,41915.72
513,214,119,2890.17,70.9,204913.05
514,215,31,978.0,242.64,237301.92
515,215,253,386.26,334.28,129118.99
516,216,222,480.0,229.9,110352.0
517,216,132,601.0,82.12,49354.12
518,216,298,1239.99,155.91,193326.84
519,217,268,4791.08,199.29,954814.33
520,218,124,3101.25,403.86,1252470.82
521,219,287,4606.5,241.46,1112285.49
522,219,284,4570.63,65.25,298233.61
523,220,204,3767.06,186.45,702368.34
524,220,288,770.58,402.57,310212.39
525,220,87,2484.42,15.87,39427.75
526,221,117,952.0,60.61,57700.72
527,221,205,2385.61,442.12,1054725.89
528,222,261,4213.0,367.11,1546634.43
529,222,48,2970.15,444.31,1319667.35
530,222,172,334.0,97.52,32571.68
531,223,66,4476.85,382.79,1713693.41
532,223,86,3867.0,62.9,243234.3
533,223,1,2823.0,436.54,1232352.42
534,224,261,744.0,367.11,273129.84
535,224,54,2881.0,377.73,1088240.13
536,225,69,1112.87,60.73,67584.6
537,226,176,2722.0,268.34,730421.48
538,226,46,1958.87,171.28,335515.25
539,226,238,2996.0,116.82,349992.72
540,227,205,2693.11,442.12,1190677.79
541,228,5,530.0,446.86,236835.8
542,229,104,4996.14,388.48,1940900.47
543,229,30,743.35,315.08,234214.72
544,230,283,2732.98,152.7,417326.05
545,231,117,3099.0,60.61,187830.39
546,231,205,2399.34,442.12,1060796.2
547,232,256,3123.49,65.48,204526.13
548,232,121,2913.76,289.47,843446.11
549,232,194,3454.69,48.5,167552.46
550,233,233,813.0,63.08,51284.04
551,233,185,3729.02,60.03,223853.07
552,233,63,940.0,251.28,236203.2
553,233,220,547.0,147.68,80780.96
554,234,191,1130.05,443.97,501708.3
555,234,158,952.0,19.4,18468.8
556,235,35,1144.0,75.69,86589.36
557,235,155,1587.0,167.9,266457.3
558,235,9,3871.0,236.82,916730.22
559,236,284,2391.25,65.25,156029.06
560,237,151,2565.0,96.58,247727.7
561,237,119,2640.44,70.9,187207.2
562,237,43,778.0,390.13,303521.14
563,238,197,3246.09,74.82,242872.45
564,238,247,2524.33,434.37,1096493.22
565,238,92,3538.37,63.96,226314.15
566,239,187,4549.6,165.3,752048.88
567,239,246,2747.88,374.29,1028504.01
568,239,83,3486.35,253.74,884626.45
569,240,234,744.0,31.33,23309.52
570,240,241,1390.0,269.25,374257.5
571,240,14,2307.0,264.19,609486.33
572,240,51,4077.0,173.26,706381.02
573,241,129,3120.0,21.27,66362.4
574,241,57,4382.17,125.21,548691.51
575,241,245,2701.57,418.5,1130607.05
576,242,279,518.0,282.03,146091.54
577,242,215,1102.0,251.87,277560.74
578,242,141,2217.74,360.34,799140.43
579,243,231,3627.0,26.17,94918.59
580,243,140,3854.43,20.57,79285.63
581,244,137,2819.99,165.83,467638.94
582,245,241,3962.0,269.25,1066768.5
583,245,234,1036.0,31.33,32457.88
584,245,168,2494.57,123.35,307705.21
585,245,14,3721.0,264.19,983050.99
586,245,51,1530.0,173.26,265087.8
587,246,255,2462.0,379.3,933836.6
588,246,16,4236.0,23.31,98741.16
589,246,235,1796.63,445.51,800416.63
590,246,295,2474.93,257.74,637888.46
591,246,294,1243.21,17.99,22365.35
592,247,277,2623.0,245.97,645179.31
593,247,131,4002.28,127.53,510410.77
594,247,242,3329.0,213.79,711706.91
595,247,201,479.0,403.85,193444.15
596,247,260,2556.0,76.43,195355.08
597,247,179,4958.0,225.8,1119516.4
598,247,155,1960.0,167.9,329084.0
599,248,287,3002.62,241.46,725012.63
600,248,284,1812.6,65.25,118272.15
601,249,175,4939.71,401.07,1981169.49
602,250,69,1812.19,60.73,110054.3
603,250,207,711.0,180.84,128577.24
604,251,23,4077.51,87.09,355110.35
605,252,277,3347.0,245.97,823261.59
606,252,78,2687.0,235.58,633003.46
607,253,75,2216.18,163.1,361458.96
608,253,171,1776.72,146.97,261124.54
609,253,12,2003.51,206.18,413083.69
610,254,107,1500.41,417.18,625941.04
611,254,226,2095.89,132.02,276699.4
612,255,21,919.0,280.2,257503.8
613,255,240,1652.0,342.82,566338.64
614,255,176,4885.0,268.34,1310840.9
615,256,222,366.0,229.9,84143.4
616,256,298,893.64,155.91,139327.41
617,256,132,2299.0,82.12,188793.88
618,257,171,624.77,146.97,91822.45
619,257,75,2241.91,163.1,365655.52
620,257,12,1834.6,206.18,378257.83
621,258,47,4177.0,365.32,1525941.64
622,259,26,4204.03,263.89,1109401.48
623,259,47,917.0,365.32,334998.44
624,259,165,3749.32,202.99,761074.47
625,260,103,2427.13,281.07,682193.43
626,261,256,3019.01,65.48,197684.77
627,262,268,993.61,199.29,198016.54
628,262,130,2595.63,78.51,203782.91
629,263,146,2839.0,30.3,86021.7
630,264,80,4321.0,235.51,1017638.71
631,265,60,1951.0,366.37,714787.87
632,265,50,4322.48,268.58,1160931.68
633,265,286,3082.0,280.17,863483.94
634,265,237,3553.6,365.01,1297099.54
635,266,61,2306.03,449.87,1037413.72
636,266,281,1526.46,423.1,645845.23
637,266,27,4501.17,37.75,169919.17
638,266,296,3538.96,343.82,1216765.23
639,266,8,3796.0,436.28,1656118.88
640,267,166,3913.68,241.08,943509.97
641,267,167,4405.0,111.38,490628.9
642,268,173,1924.02,149.39,287429.35
643,269,12,2392.93,206.18,493374.31
644,269,75,1535.75,163.1,250480.82
645,269,171,2207.49,146.97,324434.81
646,269,177,852.0,306.56,261189.12
647,269,229,915.0,218.07,199534.05
648,270,289,4137.0,355.5,1470703.5
649,270,25,1170.88,160.95,188453.14
650,270,144,4233.65,393.49,1665898.94
651,270,38,988.0,427.56,422429.28
652,271,35,3295.0,75.69,249398.55
653,271,155,1564.0,167.9,262595.6
654,271,9,2480.0,236.82,587313.6
655,272,171,1314.36,146.97,193171.49
656,272,75,2751.53,163.1,448774.54
657,272,12,461.78,206.18,95209.8
658,272,229,3700.0,218.07,806859.0
659,272,177,896.83,306.56,274932.2
660,273,256,4274.22,65.48,279875.93
661,273,194,2072.43,48.5,100512.85
662,273,121,3349.26,289.47,969510.29
663,274,183,747.0,336.21,251148.87
664,274,208,4302.0,436.35,1877177.7
665,275,47,4927.0,365.32,1799931.64
666,275,26,4751.75,263.89,1253939.31
667,275,165,4212.47,202.99,855089.29
668,276,21,1968.0,280.2,551433.6
669,276,176,3098.0,268.34,831317.32
670,276,238,4364.0,116.82,509802.48
671,277,253,4763.13,334.28,1592219.1
672,277,283,1612.96,152.7,246298.99
673,278,83,2464.25,253.74,625278.8
674,279,40,4247.72,277.2,1177467.98
675,279,184,1764.0,195.95,345655.8
676,279,64,1065.0,346.74,369278.1
677,279,192,2081.0,273.78,569736.18
678,280,284,2632.3,65.25,171757.58
679,280,287,1234.51,241.46,298084.78
680,281,143,2914.44,39.55,115266.1
681,281,293,2707.68,335.54,908534.95
682,282,189,1813.73,258.14,468196.26
683,282,138,4980.0,228.03,1135589.4
684,282,31,2070.0,242.64,502264.8
685,283,59,3607.07,389.53,1405061.98
686,284,89,4224.0,280.28,1183902.72
687,285,9,1908.0,236.82,451852.56
688,285,155,4170.0,167.9,700143.0
689,285,35,794.0,75.69,60097.86
690,286,109,1299.75,118.44,153942.39
691,287,89,1158.0,280.28,324564.24
692,287,97,2929.0,198.55,581552.95
693,287,95,791.03,266.69,210959.79
694,287,101,4162.0,353.29,1470392.98
