batch_material_id,batch_id,raw_material_id,quantity_used,unit_cost,line_cost
172,38,129,814.0,21.27,17313.78
173,38,170,253.68,11.97,3036.55
174,38,157,776.0,337.12,261605.12
175,39,173,39.02,149.39,5829.2
176,39,204,162.38,186.45,30275.75
177,39,294,7.99,17.99,143.74
178,39,242,32.0,213.79,6841.28
179,40,186,293.59,129.85,38122.66
180,40,143,166.7,39.55,6592.98
181,40,77,155.33,303.19,47094.5
182,41,186,18.39,129.85,2387.94
183,41,143,265.74,39.55,10510.02
184,41,77,339.19,303.19,102839.02
185,42,167,348.0,111.38,38760.24
186,42,171,350.34,146.97,51489.47
187,42,87,341.74,15.87,5423.41
188,42,42,55.65,419.93,23369.1
189,42,53,342.3,379.43,129878.89
190,43,48,405.31,444.31,180083.29
191,43,94,291.31,159.71,46525.12
192,43,143,73.17,39.55,2893.87
193,43,207,268.0,180.84,48465.12
194,43,267,298.0,368.02,109669.96
195,44,80,159.0,235.51,37446.09
196,44,156,71.8,209.75,15060.05
197,44,297,466.0,394.91,184028.06
198,45,299,333.28,370.1,123346.93
199,45,198,207.9,86.4,17962.56
200,45,284,366.17,65.25,23892.59
201,45,270,140.5,209.82,29479.71
202,46,229,553.0,218.07,120592.71
203,46,263,553.43,236.81,131057.76
204,46,62,448.0,448.5,200928.0
205,46,176,565.0,268.34,151612.1
206,47,162,589.0,231.72,136483.08
207,47,213,687.0,301.88,207391.56
208,47,188,338.0,291.73,98604.74
209,47,74,639.0,279.3,178472.7
210,47,94,750.92,159.71,119929.43
211,48,80,65.0,235.51,15308.15
212,48,156,56.13,209.75,11773.27
213,48,297,156.0,394.91,61605.96
214,49,184,25.0,195.95,4898.75
215,49,259,371.0,76.15,28251.65
216,49,28,331.59,438.55,145418.79
217,50,275,188.13,405.11,76213.34
218,50,1,351.0,436.54,153225.54
219,50,285,189.32,357.93,67763.31
220,51,255,173.0,379.3,65618.9
221,51,39,262.22,327.4,85850.83
222,51,24,283.0,210.27,59506.41
223,51,235,250.53,445.51,111613.62
224,51,89,418.0,280.28,117157.04
225,52,260,251.0,76.43,19183.93
226,52,256,715.37,65.48,46842.43
227,52,199,736.0,130.44,96003.84
228,52,300,53.0,52.45,2779.85
229,53,193,309.21,109.04,33716.26
230,53,82,74.55,249.7,18615.13
231,53,226,719.27,132.02,94958.03
232,54,250,68.0,422.44,28725.92
233,54,117,635.0,60.61,38487.35
234,54,139,222.88,311.61,69451.64
235,54,173,916.18,149.39,136868.13
236,54,154,508.33,279.36,142007.07
237,55,262,81.0,300.34,24327.54
238,55,230,81.1,241.07,19550.78
239,55,76,117.75,53.76,6330.24
240,55,93,28.32,9.5,269.04
241,55,127,51.2,80.03,4097.54
242,55,232,112.78,153.46,17307.22
243,56,260,390.0,76.43,29807.7
244,56,256,21.99,65.48,1439.91
245,56,199,344.0,130.44,44871.36
246,56,300,168.0,52.45,8811.6
247,57,275,36.38,405.11,14737.9
248,57,1,298.0,436.54,130088.92
249,57,285,48.39,357.93,17320.23
250,58,135,112.07,208.97,23419.27
251,58,214,151.1,418.43,63224.77
252,58,162,404.0,231.72,93614.88
253,59,50,131.63,268.58,35353.19
254,59,140,457.61,20.57,9413.04
255,59,29,69.67,443.84,30922.33
256,59,287,471.91,241.46,113947.39
257,59,211,707.47,118.28,83679.55
258,59,209,634.0,389.88,247183.92
259,60,260,321.0,76.43,24534.03
260,60,256,325.2,65.48,21294.1
261,60,199,40.0,130.44,5217.6
262,60,300,318.0,52.45,16679.1
263,61,200,35.71,80.5,2874.66
264,61,136,352.66,95.23,33583.81
265,61,229,249.0,218.07,54299.43
266,62,33,153.21,366.77,56192.83
267,62,154,301.06,279.36,84104.12
268,62,153,311.97,219.58,68502.37
269,62,202,402.7,38.86,15648.92
270,62,140,323.18,20.57,6647.81
271,62,295,312.38,257.74,80512.82
272,63,295,451.17,257.74,116284.56
273,63,62,208.0,448.5,93288.0
274,63,199,347.0,130.44,45262.68
275,63,91,75.18,98.19,7381.92
276,63,79,549.76,348.23,191442.92
277,64,50,253.52,268.58,68090.4
278,64,140,158.67,20.57,3263.84
279,64,29,290.39,443.84,128886.7
280,64,287,281.15,241.46,67886.48
281,64,211,331.55,118.28,39215.73
282,64,209,95.0,389.88,37038.6
283,65,130,631.66,78.51,49591.63
284,65,137,295.78,165.83,49049.2
285,65,288,443.47,402.57,178527.72
286,65,67,358.51,113.56,40712.4
287,66,48,601.61,444.31,267301.34
288,66,94,224.35,159.71,35830.94
289,66,143,815.01,39.55,32233.65
290,66,207,331.0,180.84,59858.04
291,66,267,339.0,368.02,124758.78
292,67,191,107.16,443.97,47575.83
293,67,195,102.48,71.33,7309.9
294,67,204,139.99,186.45,26101.14
295,68,162,231.0,231.72,53527.32
296,68,213,141.0,301.88,42565.08
297,68,188,179.0,291.73,52219.67
298,68,74,249.0,279.3,69545.7
299,68,94,363.84,159.71,58108.89
300,69,80,222.0,235.51,52283.22
301,69,156,57.48,209.75,12056.43
302,69,297,342.0,394.91,135059.22
303,70,153,49.31,219.58,10827.49
304,70,184,351.0,195.95,68778.45
305,70,103,184.33,281.07,51809.63
306,70,19,323.37,400.95,129655.2
307,70,167,271.0,111.38,30183.98
308,70,136,192.71,95.23,18351.77
309,71,58,413.54,28.2,11661.83
310,71,192,91.0,273.78,24913.98
311,71,49,77.23,70.24,5424.64
312,71,294,421.94,17.99,7590.7
313,71,220,353.0,147.68,52131.04
314,72,80,202.0,235.51,47573.02
315,72,156,365.66,209.75,76697.19
316,72,297,577.0,394.91,227863.07
317,73,255,34.0,379.3,12896.2
318,73,39,280.43,327.4,91812.78
319,73,24,65.0,210.27,13667.55
320,73,235,74.34,445.51,33119.21
321,73,89,341.0,280.28,95575.48
322,74,275,814.56,405.11,329986.4
323,74,1,286.0,436.54,124850.44
324,74,285,507.02,357.93,181477.67
325,75,148,75.0,363.37,27252.75
326,75,139,9.79,311.61,3050.66
327,75,33,41.87,366.77,15356.66
328,75,297,115.0,394.91,45414.65
329,75,229,44.0,218.07,9595.08
330,75,227,228.05,262.81,59933.82
331,76,28,109.84,438.55,48170.33
332,76,101,104.0,353.29,36742.16
333,76,279,64.0,282.03,18049.92
334,77,71,623.8,273.96,170896.25
335,77,298,807.34,155.91,125872.38
336,77,161,145.0,403.16,58458.2
337,78,37,374.35,370.67,138760.31
338,78,136,229.06,95.23,21813.38
339,78,194,264.88,48.5,12846.68
340,78,232,92.4,153.46,14179.7
341,78,214,471.0,418.43,197080.53
342,78,170,382.73,11.97,4581.28
343,79,48,34.32,444.31,15248.72
344,79,94,19.3,159.71,3082.4
345,79,143,274.03,39.55,10837.89
346,79,207,39.0,180.84,7052.76
347,79,267,17.0,368.02,6256.34
348,80,71,67.45,273.96,18478.6
349,80,298,68.25,155.91,10640.86
350,80,161,23.0,403.16,9272.68
351,81,123,753.0,157.51,118605.03
352,81,12,846.3,206.18,174490.13
353,81,282,838.06,283.59,237665.44
354,81,28,215.32,438.55,94428.59
355,81,226,219.37,132.02,28961.23
356,82,262,92.0,300.34,27631.28
357,82,230,669.23,241.07,161331.28
358,82,76,411.12,53.76,22101.81
359,82,93,177.53,9.5,1686.54
360,82,127,77.55,80.03,6206.33
361,82,232,190.6,153.46,29249.48
362,83,162,51.0,231.72,11817.72
363,83,213,843.0,301.88,254484.84
364,83,188,90.0,291.73,26255.7
365,83,74,549.0,279.3,153335.7
366,83,94,116.34,159.71,18580.66
367,84,71,138.71,273.96,38000.99
368,84,298,227.11,155.91,35408.72
369,84,161,29.0,403.16,11691.64
370,85,275,155.33,405.11,62925.74
371,85,1,149.0,436.54,65044.46
372,85,285,179.52,357.93,64255.59
373,86,275,697.17,405.11,282430.54
374,86,1,282.0,436.54,123104.28
375,86,285,899.3,357.93,321886.45
376,87,260,523.0,76.43,39972.89
377,87,256,534.96,65.48,35029.18
378,87,199,301.0,130.44,39262.44
379,87,300,660.0,52.45,34617.0
380,88,80,95.0,235.51,22373.45
381,88,156,51.58,209.75,10818.9
382,88,297,271.0,394.91,107020.61
383,89,189,248.51,258.14,64150.37
384,89,250,327.0,422.44,138137.88
385,89,129,392.0,21.27,8337.84
386,89,261,444.0,367.11,162996.84
387,90,153,456.41,219.58,100218.51
388,90,184,707.0,195.95,138536.65
389,90,103,281.85,281.07,79219.58
390,90,19,655.97,400.95,263011.17
391,90,167,131.0,111.38,14590.78
392,90,136,693.84,95.23,66074.38
393,91,80,313.0,235.51,73714.63
394,91,156,210.83,209.75,44221.59
395,91,297,35.0,394.91,13821.85
396,92,10,262.15,284.34,74539.73
397,92,143,493.81,39.55,19530.19
398,92,165,745.31,202.99,151290.48
399,93,189,325.8,258.14,84102.01
400,93,250,373.0,422.44,157570.12
401,93,129,276.0,21.27,5870.52
402,93,261,53.0,367.11,19456.83
403,94,264,196.5,163.4,32108.1
404,94,194,348.49,48.5,16901.76
405,94,232,62.34,153.46,9566.7
406,94,274,281.0,106.8,30010.8
407,94,256,608.39,65.48,39837.38
408,94,276,604.57,174.6,105557.92
409,95,260,138.0,76.43,10547.34
410,95,256,183.37,65.48,12007.07
411,95,199,120.0,130.44,15652.8
412,95,300,379.0,52.45,19878.55
413,96,28,703.88,438.55,308686.57
414,96,101,88.0,353.29,31089.52
415,96,279,89.0,282.03,25100.67
416,97,196,362.0,112.94,40884.28
417,97,230,190.0,241.07,45803.3
418,97,290,337.0,70.8,23859.6
419,97,87,335.87,15.87,5330.26
420,98,28,235.08,438.55,103094.33
421,98,101,172.0,353.29,60765.88
422,98,279,98.0,282.03,27638.94
423,99,221,533.62,193.17,103079.38
424,99,118,364.77,60.24,21973.74
425,99,95,281.41,266.69,75049.23
426,100,80,258.0,235.51,60761.58
427,100,156,152.61,209.75,32009.95
428,100,297,202.0,394.91,79771.82
429,101,295,283.52,257.74,73074.44
430,101,62,189.0,448.5,84766.5
431,101,199,360.0,130.44,46958.4
432,101,91,305.84,98.19,30030.43
433,101,79,155.98,348.23,54316.92
434,102,264,416.75,163.4,68096.95
435,102,194,108.64,48.5,5269.04
436,102,232,288.17,153.46,44222.57
437,102,274,70.0,106.8,7476.0
438,102,256,390.39,65.48,25562.74
439,102,276,253.7,174.6,44296.02
440,103,200,239.46,80.5,19276.53
441,103,136,44.31,95.23,4219.64
442,103,229,243.0,218.07,52991.01
443,104,50,41.92,268.58,11258.87
444,104,140,392.87,20.57,8081.34
445,104,29,621.82,443.84,275988.59
446,104,287,694.34,241.46,167655.34
447,104,211,661.96,118.28,78296.63
448,104,209,349.0,389.88,136068.12
449,105,255,592.0,379.3,224545.6
450,105,39,617.88,327.4,202293.91
451,105,24,150.0,210.27,31540.5
452,105,235,212.14,445.51,94510.49
453,105,89,520.0,280.28,145745.6
454,106,257,149.67,358.48,53653.7
455,106,208,640.0,436.35,279264.0
456,106,288,626.84,402.57,252346.98
457,106,103,485.54,281.07,136470.73
458,106,238,354.0,116.82,41354.28
459,107,221,244.12,193.17,47156.66
460,107,182,215.33,265.32,57131.36
461,107,25,533.14,160.95,85808.88
462,107,72,521.0,105.2,54809.2
463,108,33,118.83,366.77,43583.28
464,108,154,51.11,279.36,14278.09
465,108,153,146.2,219.58,32102.6
466,108,202,122.94,38.86,4777.45
467,108,140,246.39,20.57,5068.24
468,108,295,338.02,257.74,87121.27
469,109,284,543.14,65.25,35439.89
470,109,292,829.41,114.07,94610.8
471,109,89,679.0,280.28,190310.12
472,109,242,216.0,213.79,46178.64
473,109,12,757.08,206.18,156094.75
474,109,271,617.0,137.72,84973.24
475,110,250,591.0,422.44,249662.04
476,110,117,381.0,60.61,23092.41
477,110,139,699.51,311.61,217974.31
478,110,173,623.65,149.39,93167.07
479,110,154,701.64,279.36,196010.15
480,111,71,876.95,273.96,240249.22
481,111,298,306.41,155.91,47772.38
482,111,161,172.0,403.16,69343.52
483,112,221,33.57,193.17,6484.72
484,112,182,93.17,265.32,24719.86
485,112,25,28.45,160.95,4579.03
486,112,72,41.0,105.2,4313.2
487,113,71,98.64,273.96,27023.41
488,113,298,382.58,155.91,59648.05
489,113,161,400.0,403.16,161264.0
490,114,189,95.74,258.14,24714.32
491,114,64,98.0,346.74,33980.52
492,114,147,374.0,126.76,47408.24
493,114,233,319.0,63.08,20122.52
494,114,87,18.25,15.87,289.63
495,115,148,557.0,363.37,202397.09
496,115,139,314.97,311.61,98147.8
497,115,33,606.49,366.77,222442.34
498,115,297,175.0,394.91,69109.25
499,115,229,621.0,218.07,135421.47
500,115,227,155.34,262.81,40824.91
501,116,132,239.0,82.12,19626.68
502,116,114,174.56,286.13,49946.85
503,116,268,163.72,199.29,32627.76
504,117,257,467.82,358.48,167704.11
505,117,208,1017.0,436.35,443767.95
506,117,288,989.39,402.57,398298.73
507,117,103,238.71,281.07,67094.22
508,117,238,467.0,116.82,54554.94
509,118,10,411.01,284.34,116866.58
510,118,143,445.03,39.55,17600.94
511,118,165,321.2,202.99,65200.39
512,119,299,757.53,370.1,280361.85
513,119,198,294.61,86.4,25454.3
514,119,284,703.12,65.25,45878.58
515,119,270,273.09,209.82,57299.74
516,120,50,188.08,268.58,50514.53
517,120,140,528.22,20.57,10865.49
518,120,29,336.3,443.84,149263.39
519,120,287,101.9,241.46,24604.77
520,120,211,91.38,118.28,10808.43
521,120,209,723.0,389.88,281883.24
522,121,257,53.47,358.48,19167.93
523,121,208,160.0,436.35,69816.0
524,121,288,328.12,402.57,132091.27
525,121,103,123.39,281.07,34681.23
526,121,238,364.0,116.82,42522.48
527,122,189,104.11,258.14,26874.96
528,122,250,188.0,422.44,79418.72
529,122,129,56.0,21.27,1191.12
530,122,261,225.0,367.11,82599.75
531,123,28,591.72,438.55,259498.81
532,123,101,54.0,353.29,19077.66
533,123,279,119.0,282.03,33561.57
534,124,260,525.0,76.43,40125.75
535,124,256,423.59,65.48,27736.67
536,124,199,629.0,130.44,82046.76
537,124,300,158.0,52.45,8287.1
538,125,81,740.07,383.93,284135.08
539,125,125,794.04,214.86,170607.43
540,125,144,938.13,393.49,369144.77
541,125,34,625.06,309.07,193187.29
542,125,211,269.45,118.28,31870.55
543,126,162,55.0,231.72,12744.6
544,126,213,669.0,301.88,201957.72
545,126,188,235.0,291.73,68556.55
546,126,74,654.0,279.3,182662.2
547,126,94,211.07,159.71,33709.99
548,127,48,272.95,444.31,121274.41
549,127,94,100.6,159.71,16066.83
550,127,143,177.03,39.55,7001.54
551,127,207,96.0,180.84,17360.64
552,127,267,300.0,368.02,110406.0
553,128,71,62.93,273.96,17240.3
554,128,298,401.43,155.91,62586.95
555,128,161,101.0,403.16,40719.16
556,129,228,776.0,72.0,55872.0
557,129,45,565.6,14.79,8365.22
558,129,73,109.67,303.25,33257.43
559,129,264,607.14,163.4,99206.68
560,129,35,236.0,75.69,17862.84
561,130,221,371.65,193.17,71791.63
562,130,118,290.56,60.24,17503.33
563,130,95,382.06,266.69,101891.58
564,131,200,29.68,80.5,2389.24
565,131,136,175.13,95.23,16677.63
566,131,229,163.0,218.07,35545.41
567,132,189,576.55,258.14,148830.62
568,132,250,390.0,422.44,164751.6
569,132,129,265.0,21.27,5636.55
570,132,261,269.0,367.11,98752.59
571,133,135,284.86,208.97,59527.19
572,133,214,160.28,418.43,67065.96
573,133,162,211.0,231.72,48892.92
574,134,265,177.34,395.11,70068.81
575,134,221,243.05,193.17,46949.97
576,134,69,572.57,60.73,34772.18
577,134,289,283.0,355.5,100606.5
578,135,200,77.48,80.5,6237.14
579,135,136,21.76,95.23,2072.2
580,135,229,34.0,218.07,7414.38
581,136,212,474.43,79.39,37665.0
582,136,240,568.0,342.82,194721.76
583,136,209,471.0,389.88,183633.48
584,137,299,398.7,370.1,147558.87
585,137,198,222.03,86.4,19183.39
586,137,284,64.17,65.25,4187.09
587,137,270,158.32,209.82,33218.7
588,138,48,696.55,444.31,309484.13
589,138,94,392.2,159.71,62638.26
590,138,143,136.76,39.55,5408.86
591,138,207,130.0,180.84,23509.2
592,138,267,169.0,368.02,62195.38
593,139,186,217.23,129.85,28207.32
594,139,143,141.64,39.55,5601.86
595,139,77,200.8,303.19,60880.55
596,140,80,357.0,235.51,84077.07
597,140,156,470.83,209.75,98756.59
598,140,297,339.0,394.91,133874.49
599,141,287,91.77,241.46,22158.78
600,141,166,371.24,241.08,89498.54
601,141,196,896.0,112.94,101194.24
602,141,155,523.0,167.9,87811.7
603,142,80,113.0,235.51,26612.63
604,142,156,52.65,209.75,11043.34
605,142,297,160.0,394.91,63185.6
606,143,37,150.8,370.67,55897.04
607,143,136,267.42,95.23,25466.41
608,143,194,486.3,48.5,23585.55
609,143,232,432.82,153.46,66420.56
610,143,214,496.14,418.43,207599.86
611,143,170,536.04,11.97,6416.4
612,144,277,52.0,245.97,12790.44
613,144,106,337.0,68.74,23165.38
614,144,126,232.87,301.4,70187.02
615,144,95,352.45,266.69,93994.89
616,144,10,598.85,284.34,170277.01
617,144,79,108.57,348.23,37807.33
618,145,287,187.3,241.46,45225.46
619,145,166,386.48,241.08,93172.6
620,145,196,539.0,112.94,60874.66
621,145,155,197.0,167.9,33076.3
622,146,80,768.0,235.51,180871.68
623,146,156,101.12,209.75,21209.92
624,146,297,133.0,394.91,52523.03
625,147,250,120.0,422.44,50692.8
626,147,117,14.0,60.61,848.54
627,147,139,92.63,311.61,28864.43
628,147,173,96.46,149.39,14410.16
629,147,154,110.78,279.36,30947.5
630,148,48,87.51,444.31,38881.57
631,148,94,294.46,159.71,47028.21
632,148,143,390.91,39.55,15460.49
633,148,207,102.0,180.84,18445.68
634,148,267,295.0,368.02,108565.9
635,149,71,702.42,273.96,192434.98
636,149,298,646.41,155.91,100781.78
637,149,161,845.0,403.16,340670.2
638,150,287,673.85,241.46,162707.82
639,150,166,510.85,241.08,123155.72
640,150,196,413.0,112.94,46644.22
641,150,155,149.0,167.9,25017.1
642,151,227,183.93,262.81,48338.64
643,151,265,40.83,395.11,16132.34
644,151,133,188.0,42.65,8018.2
645,151,140,263.59,20.57,5422.05
646,152,50,468.07,268.58,125714.24
647,152,140,379.04,20.57,7796.85
648,152,29,410.45,443.84,182174.13
649,152,287,22.93,241.46,5536.68
650,152,211,190.16,118.28,22492.12
651,152,209,627.0,389.88,244454.76
652,153,48,537.12,444.31,238647.79
653,153,94,461.87,159.71,73765.26
654,153,143,31.74,39.55,1255.32
655,153,207,473.0,180.84,85537.32
656,153,267,345.0,368.02,126966.9
657,154,275,151.9,405.11,61536.21
658,154,1,96.0,436.54,41907.84
659,154,285,258.65,357.93,92578.59
660,155,189,115.71,258.14,29869.38
661,155,250,185.0,422.44,78151.4
662,155,129,348.0,21.27,7401.96
663,155,261,864.0,367.11,317183.04
664,156,48,858.38,444.31,381386.82
665,156,94,928.1,159.71,148226.85
666,156,143,879.51,39.55,34784.62
667,156,207,497.0,180.84,89877.48
668,156,267,353.0,368.02,129911.06
669,157,189,206.3,258.14,53254.28
670,157,250,438.0,422.44,185028.72
671,157,129,267.0,21.27,5679.09
672,157,261,632.0,367.11,232013.52
673,158,71,109.15,273.96,29902.73
674,158,298,262.78,155.91,40970.03
675,158,161,115.0,403.16,46363.4
676,159,167,214.0,111.38,23835.32
677,159,171,690.31,146.97,101454.86
678,159,87,510.42,15.87,8100.37
679,159,42,693.0,419.93,291011.49
680,159,53,349.16,379.43,132481.78
681,160,80,90.0,235.51,21195.9
682,160,156,156.6,209.75,32846.85
683,160,297,48.0,394.91,18955.68
684,161,186,502.75,129.85,65282.09
685,161,143,939.32,39.55,37150.11
686,161,77,514.08,303.19,155863.92
687,162,35,217.0,75.69,16424.73
688,162,91,1156.45,98.19,113551.83
689,162,167,1067.0,111.38,118842.46
690,162,258,1131.0,93.13,105330.03
691,163,129,46.0,21.27,978.42
692,163,170,331.35,11.97,3966.26
693,163,157,229.0,337.12,77200.48
694,164,42,194.32,419.93,81600.8
695,164,133,501.0,42.65,21367.65
696,164,127,646.98,80.03,51777.81
697,164,178,438.0,355.76,155822.88
698,165,189,196.8,258.14,50801.95
699,165,250,229.0,422.44,96738.76
700,165,129,595.0,21.27,12655.65
701,165,261,518.0,367.11,190162.98
702,166,80,766.0,235.51,180400.66
703,166,156,120.66,209.75,25308.43
704,166,297,36.0,394.91,14216.76
705,167,257,459.98,358.48,164893.63
706,167,208,295.0,436.35,128723.25
707,167,288,28.06,402.57,11296.11
708,167,103,328.75,281.07,92401.76
709,167,238,247.0,116.82,28854.54
710,168,71,115.59,273.96,31667.04
711,168,298,113.65,155.91,17719.17
712,168,161,72.0,403.16,29027.52
713,169,271,507.0,137.72,69824.04
714,169,67,88.8,113.56,10084.13
715,169,126,164.89,301.4,49697.85
716,170,184,528.0,195.95,103461.6
717,170,259,484.0,76.15,36856.6
718,170,28,634.07,438.55,278071.4
719,171,71,784.03,273.96,214792.86
720,171,298,330.64,155.91,51550.08
721,171,161,249.0,403.16,100386.84
722,172,287,68.08,241.46,16438.6
723,172,166,129.64,241.08,31253.61
724,172,196,431.0,112.94,48677.14
725,172,155,175.0,167.9,29382.5
726,173,290,203.0,70.8,14372.4
727,173,287,562.91,241.46,135920.25
728,173,173,319.55,149.39,47737.57
729,173,256,609.88,65.48,39934.94
730,174,284,160.37,65.25,10464.14
731,174,292,168.91,114.07,19267.56
732,174,89,47.0,280.28,13173.16
733,174,242,170.0,213.79,36344.3
